id,text,category,mood,weight,source_type,nsfw_level,created_at
4745,я грущу,telegram_chat,natural,1,telegram_chat_corpus,0,
4746,"доказано, что красный цвет не желателен для авто, больше аварийных ситуаций. привет",telegram_chat,natural,1,telegram_chat_corpus,0,
4748,все развитие ушло в рост,telegram_chat,natural,1,telegram_chat_corpus,0,
4749,"в россии, если трудовик и физкультурник бросили пить, школа автоматически переходит в статус гимназии?",telegram_chat,natural,1,telegram_chat_corpus,0,
4750,"играла, грузится долго. но когда играешь, то нормально.",telegram_chat,natural,1,telegram_chat_corpus,0,
4751,"черта вашего характера, которая жутко раздражает других, а вам безумно нравится?",telegram_chat,natural,1,telegram_chat_corpus,0,
4752,немножко достижений во всех областях и раздутое самомнение,telegram_chat,natural,1,telegram_chat_corpus,0,
4753,"какие продукты нельзя сочетать между собой, чтоб не получить понос?",telegram_chat,natural,1,telegram_chat_corpus,0,
4754,"баскетболом, воллейболом и легкой атлетикой.",telegram_chat,natural,1,telegram_chat_corpus,0,
4755,"я умею любить, но этому нельзя научиться.",telegram_chat,natural,1,telegram_chat_corpus,0,
4756,скажите где можно зделать недорогое ламинирование волос?,telegram_chat,natural,1,telegram_chat_corpus,0,
4757,скорее человек просто невротик,telegram_chat,natural,1,telegram_chat_corpus,0,
4758,монотеистическая религия. самая первая.,telegram_chat,natural,1,telegram_chat_corpus,0,
4759,очень худые не стройные и красивые или больны или помешаны на идее худобы.,telegram_chat,natural,1,telegram_chat_corpus,0,
4760,ну я ж не могу вот так вот сразу.подумаете что я извращенец похотливый,telegram_chat,natural,1,telegram_chat_corpus,0,
4761,мне это не очевидно,telegram_chat,natural,1,telegram_chat_corpus,0,
4762,особенно если помидоры в самом соку.,telegram_chat,natural,1,telegram_chat_corpus,0,
4763,ты машину собралась брать?,telegram_chat,natural,1,telegram_chat_corpus,0,
4764,вы помните свой первый сексуальный опыт? как это было? какие впечатления остались?,telegram_chat,natural,1,telegram_chat_corpus,0,
4765,"а сладости любят те, кому не хватает нежности и ласки?",telegram_chat,natural,1,telegram_chat_corpus,0,
4766,а второе какое?,telegram_chat,natural,1,telegram_chat_corpus,0,
4767,я очень странная в вашей группе,telegram_chat,natural,1,telegram_chat_corpus,0,
4768,"правильно, зачем побираться у нищих",telegram_chat,natural,1,telegram_chat_corpus,0,
4769,страшнее всего дураки. дураков я боюсь больше всего,telegram_chat,natural,1,telegram_chat_corpus,0,
4770,хотя бы так,telegram_chat,natural,1,telegram_chat_corpus,0,
4771,нуу оно на дне,telegram_chat,natural,1,telegram_chat_corpus,0,
4772,какой размер груди нравится мужчинам?,telegram_chat,natural,1,telegram_chat_corpus,0,
4773,если после выборов власть в рф сменится это хорошо или плохо?,telegram_chat,natural,1,telegram_chat_corpus,0,
4774,"все, что имеет массу и занимает определенное пространство",telegram_chat,natural,1,telegram_chat_corpus,0,
4775,или я убью ревность или ревность убьет меня. кто кого убьет быстрее?,telegram_chat,natural,1,telegram_chat_corpus,0,
4776,это умение быть счастливым и позволять себе наслаждаться энергией жизни.,telegram_chat,natural,1,telegram_chat_corpus,0,
4777,"по лаку можно покрасить уже тонированным лаком под дуб, под грушу.",telegram_chat,natural,1,telegram_chat_corpus,0,
4778,если судьям теперь давать взятки в долларах. они будут признаны иностранными агентами?,telegram_chat,natural,1,telegram_chat_corpus,0,
4779,а у вас какое лучшее лекарство от скуки?,telegram_chat,natural,1,telegram_chat_corpus,0,
4780,"а, ну ладно",telegram_chat,natural,1,telegram_chat_corpus,0,
4781,"эй, какое спать?",telegram_chat,natural,1,telegram_chat_corpus,0,
4782,"даже не знаю я хорошо владею языками, но и точные науки обожаю",telegram_chat,natural,1,telegram_chat_corpus,0,
4783,я никак не отношусь,telegram_chat,natural,1,telegram_chat_corpus,0,
4784,вопрос замкадышам. хотели бы жить в москве?,telegram_chat,natural,1,telegram_chat_corpus,0,
4785,а что может в бане произойти?,telegram_chat,natural,1,telegram_chat_corpus,0,
4786,вообщето с содедями не общаемся они совсем не разговорчивые. так раз в год штопр спросят,telegram_chat,natural,1,telegram_chat_corpus,0,
4787,какие девочки нравятся вам высокие или низкие?,telegram_chat,natural,1,telegram_chat_corpus,0,
4788,"бывает, еще хуже чем от водки. все зависит от количества и качества.",telegram_chat,natural,1,telegram_chat_corpus,0,
4789,". интересно, а в дурдомах есть свободный выход в интернет? больных к нему допускают?",telegram_chat,natural,1,telegram_chat_corpus,0,
4790,предложи тему для разговора,telegram_chat,natural,1,telegram_chat_corpus,0,
4791,узнать правду из библии и успокоится,telegram_chat,natural,1,telegram_chat_corpus,0,
4792,если с баранины молодой то он лучше курицы точно,telegram_chat,natural,1,telegram_chat_corpus,0,
4793,"что вы хотели бы изменить в жизни людей? а, можете?",telegram_chat,natural,1,telegram_chat_corpus,0,
4794,"лучше всего, когда гоы на берегу моря",telegram_chat,natural,1,telegram_chat_corpus,0,
4795,почему влюбленность слепа?,telegram_chat,natural,1,telegram_chat_corpus,0,
4796,стоматолого нет. зубной боли баюсь,telegram_chat,natural,1,telegram_chat_corpus,0,
4797,я не обязан,telegram_chat,natural,1,telegram_chat_corpus,0,
4798,что означает быть скромным человеком,telegram_chat,natural,1,telegram_chat_corpus,0,
4799,"лучше развиваться, чем деградировать",telegram_chat,natural,1,telegram_chat_corpus,0,
4800,"безусловно, но с учетом воспитания и окружения.",telegram_chat,natural,1,telegram_chat_corpus,0,
4801,но есть жена,telegram_chat,natural,1,telegram_chat_corpus,0,
4802,пойду я за арбузом,telegram_chat,natural,1,telegram_chat_corpus,0,
4803,это питер детка,telegram_chat,natural,1,telegram_chat_corpus,0,
4804,высказываюсь полными и распространнеными предложениями,telegram_chat,natural,1,telegram_chat_corpus,0,
4805,уин и пароль где можно взять,telegram_chat,natural,1,telegram_chat_corpus,0,
4806,"если нет астмы, ингалятор не нуженможно делать паровые ингаляции из чайника и принимать таблетки",telegram_chat,natural,1,telegram_chat_corpus,0,
4807,"смысла нет, пусть летит отсюда.",telegram_chat,natural,1,telegram_chat_corpus,0,
4808,а чем любовь отличается от страсти?,telegram_chat,natural,1,telegram_chat_corpus,0,
4809,путина не станет-что будет с россией?,telegram_chat,natural,1,telegram_chat_corpus,0,
4810,как вы думаете обещания надо выполнять? что говорят об этом религии?,telegram_chat,natural,1,telegram_chat_corpus,0,
4811,каким спортом вы занимаетесь на ночь?,telegram_chat,natural,1,telegram_chat_corpus,0,
4812,"от тех, кто ими не дорожит. от тех, которые в любой момент могут сами уйти.",telegram_chat,natural,1,telegram_chat_corpus,0,
4813,почему многие мужчины быстро лысеют?,telegram_chat,natural,1,telegram_chat_corpus,0,
4814,"как достучаться до парня что он мне нужен, что это действительно любовь?",telegram_chat,natural,1,telegram_chat_corpus,0,
4815,"при виде вас, мадам, все тревоги меня оставляют.",telegram_chat,natural,1,telegram_chat_corpus,0,
4816,узнать ни как. только если тебе адресат сам даст свой адресили опубликует его где либо,telegram_chat,natural,1,telegram_chat_corpus,0,
4817,верю. как же жить если не верить не во что.,telegram_chat,natural,1,telegram_chat_corpus,0,
4818,бог или высший разум один. религий куча и одна другой глупее,telegram_chat,natural,1,telegram_chat_corpus,0,
4819,потому что научно это давно доказано,telegram_chat,natural,1,telegram_chat_corpus,0,
4820,как вы защищаете. свое мнение?,telegram_chat,natural,1,telegram_chat_corpus,0,
4821,нееее я не из этих,telegram_chat,natural,1,telegram_chat_corpus,0,
4822,отличная молодежь.,telegram_chat,natural,1,telegram_chat_corpus,0,
4823,вы в детстве кого больше слушались маму или папу?,telegram_chat,natural,1,telegram_chat_corpus,0,
4824,какой цвет имеет энергия болезни?,telegram_chat,natural,1,telegram_chat_corpus,0,
4825,"хм. скорее нет. просто модно стало, хотя очень многим даже не идет. мне не нравится.",telegram_chat,natural,1,telegram_chat_corpus,0,
4826,"витамины останутся. воду только слейте, ту в которой на ночь оставляли.",telegram_chat,natural,1,telegram_chat_corpus,0,
4827,"детки, я удаляла, у меня очень маленькие, пока вырастут пройдет пара тройка лет",telegram_chat,natural,1,telegram_chat_corpus,0,
4828,"ничего, замерзнет кислота только",telegram_chat,natural,1,telegram_chat_corpus,0,
4829,"все наладится, карты хорошие выпали.",telegram_chat,natural,1,telegram_chat_corpus,0,
4830,на какие темы с тобой можно поговорить,telegram_chat,natural,1,telegram_chat_corpus,0,
4831,вы почему в бога не верите?,telegram_chat,natural,1,telegram_chat_corpus,0,
4832,как это так - все само-собой пройдет? я не понимаю. хнык,telegram_chat,natural,1,telegram_chat_corpus,0,
4833,чем любитель поспать отличается от профессионала?,telegram_chat,natural,1,telegram_chat_corpus,0,
4834,где в москве можно купить нормальные беговые кроссовки по приемлемой цене?,telegram_chat,natural,1,telegram_chat_corpus,0,
4835,какое ваше любимое первое блюдо и рецептик можно? ваш любимый суп?,telegram_chat,natural,1,telegram_chat_corpus,0,
4836,"ремни оставь, а под них подбери машину.",telegram_chat,natural,1,telegram_chat_corpus,0,
4837,"лучше после бега когда организм разогрет, уменьшается риск травм",telegram_chat,natural,1,telegram_chat_corpus,0,
4838,какой смысл страховать свою жизнь?,telegram_chat,natural,1,telegram_chat_corpus,0,
4840,что делать с собакой. бросается на животных и рвет их?,telegram_chat,natural,1,telegram_chat_corpus,0,
4841,все мои проблемы лишь из за любви к тетям. сам справляюсь с их решением,telegram_chat,natural,1,telegram_chat_corpus,0,
4842,этот сон к радости и удовольствию.,telegram_chat,natural,1,telegram_chat_corpus,0,
4843,ты пессимист,telegram_chat,natural,1,telegram_chat_corpus,0,
4844,к покупке. и трате денег на новое зеркало.,telegram_chat,natural,1,telegram_chat_corpus,0,
4845,"народ, он всегда почти безмолвствует",telegram_chat,natural,1,telegram_chat_corpus,0,
4846,"навеяли, посещение тдв в пост для верующего человека это грех?",telegram_chat,natural,1,telegram_chat_corpus,0,
4847,можно ли провести стероиды через границу и чего нужно опасаться?,telegram_chat,natural,1,telegram_chat_corpus,0,
4848,"замечательно, как ты?",telegram_chat,natural,1,telegram_chat_corpus,0,
4849,почему это,telegram_chat,natural,1,telegram_chat_corpus,0,
4850,"я его не убиваю, я его холю, люблю и развлекаю",telegram_chat,natural,1,telegram_chat_corpus,0,
4851,каждый живет как вздумается. я живу в материальном мире.,telegram_chat,natural,1,telegram_chat_corpus,0,
4852,можно использовать мазь чайного дерева для лечения болезни пейрони? есть ли еще народные рецепты?,telegram_chat,natural,1,telegram_chat_corpus,0,
4853,и какой у вас цель в жизни?,telegram_chat,natural,1,telegram_chat_corpus,0,
4854,"а меня иногда заводит с мини юбкой, или мини платьем не одеть трусики, очень цепляет.",telegram_chat,natural,1,telegram_chat_corpus,0,
4855,заботиться будешь? с ложечки кормить и возить?,telegram_chat,natural,1,telegram_chat_corpus,0,
4856,инопланетяне это какая форма жизни если мы углеродная?,telegram_chat,natural,1,telegram_chat_corpus,0,
4857,мне все равно!,telegram_chat,natural,1,telegram_chat_corpus,0,
4858,правда ли что от ангины помогает. человеческая моча т. е. полоскание горла ею?,telegram_chat,natural,1,telegram_chat_corpus,0,
4859,на меня? ?,telegram_chat,natural,1,telegram_chat_corpus,0,
4860,"может, чайку",telegram_chat,natural,1,telegram_chat_corpus,0,
4861,а что будет если сеть интернет взарвется?,telegram_chat,natural,1,telegram_chat_corpus,0,
4862,ацетон или растворитель.,telegram_chat,natural,1,telegram_chat_corpus,0,
4863,я не сомневаюсь,telegram_chat,natural,1,telegram_chat_corpus,0,
4864,сколько ему?,telegram_chat,natural,1,telegram_chat_corpus,0,
4865,мне когда страстно захочется покушать. эх не стану выражаться.,telegram_chat,natural,1,telegram_chat_corpus,0,
4866,дурость молешь,telegram_chat,natural,1,telegram_chat_corpus,0,
4867,"если провести кулинарную дуэль, кто победит, мужчина или женщина?",telegram_chat,natural,1,telegram_chat_corpus,0,
4868,значит не расслабился,telegram_chat,natural,1,telegram_chat_corpus,0,
4869,"какой по тебе может быть вердикт , если есть только две ноги",telegram_chat,natural,1,telegram_chat_corpus,0,
4870,"конечно да,  лет это кайф",telegram_chat,natural,1,telegram_chat_corpus,0,
4871,новое шоу. путин со змеюкой и конституцией?,telegram_chat,natural,1,telegram_chat_corpus,0,
4872,вы подарок для себя?,telegram_chat,natural,1,telegram_chat_corpus,0,
4873,вот скажи ты мне честно. и что в твоей попе такого особенного?,telegram_chat,natural,1,telegram_chat_corpus,0,
4874,чем девушка отличается от телевизора?,telegram_chat,natural,1,telegram_chat_corpus,0,
4875,вера в что-то работает? мысли материальный?,telegram_chat,natural,1,telegram_chat_corpus,0,
4876,можно по разному,telegram_chat,natural,1,telegram_chat_corpus,0,
4877,"если уходишь от проблемы, ее решат за тебя другие так, как им это удобно.",telegram_chat,natural,1,telegram_chat_corpus,0,
4878,банкет закатываю гуляют все,telegram_chat,natural,1,telegram_chat_corpus,0,
4879,"ничего не надо менять, все и так как надо.",telegram_chat,natural,1,telegram_chat_corpus,0,
4880,"как быть нормальной, объясните мне, когда чувствуешь себя ненормальной?",telegram_chat,natural,1,telegram_chat_corpus,0,
4881,алименты у него алименты,telegram_chat,natural,1,telegram_chat_corpus,0,
4882,еще обоссать надо было,telegram_chat,natural,1,telegram_chat_corpus,0,
4883,какие французские духи вы предпочитаете?,telegram_chat,natural,1,telegram_chat_corpus,0,
4884,"я бы взял гранту ради интереса, но денег совсем нема",telegram_chat,natural,1,telegram_chat_corpus,0,
4885,смысл теперь какой? на крючках висеть?,telegram_chat,natural,1,telegram_chat_corpus,0,
4886,а когда больно. то уже ничего не страшно.,telegram_chat,natural,1,telegram_chat_corpus,0,
4887,"ты просишь прощение что ты хам, мужик?",telegram_chat,natural,1,telegram_chat_corpus,0,
4888,вырожение движение это жизнь приемлино ли к автомобилю?,telegram_chat,natural,1,telegram_chat_corpus,0,
4889,сущиствует ли радио под названием как бы радио?,telegram_chat,natural,1,telegram_chat_corpus,0,
4890,что такое глупость,telegram_chat,natural,1,telegram_chat_corpus,0,
4891,жадная потребность в знаниях.,telegram_chat,natural,1,telegram_chat_corpus,0,
4892,это женская слабость.,telegram_chat,natural,1,telegram_chat_corpus,0,
4893,"видал я фильмы про плена африки. и сиськи тама видал, изможденные такие. так себе",telegram_chat,natural,1,telegram_chat_corpus,0,
4894,"когда делать физические упражнения отжимания, подтягивания после бега, или до? и почему?",telegram_chat,natural,1,telegram_chat_corpus,0,
4895,"как разгаваривать чтобы голос красивый был, а не мямля",telegram_chat,natural,1,telegram_chat_corpus,0,
4896,я даже захотел шаву.,telegram_chat,natural,1,telegram_chat_corpus,0,
4897,"можно ли забеременеть, если трахнули мозг?",telegram_chat,natural,1,telegram_chat_corpus,0,
4898,как меняется видение от состояния человека?,telegram_chat,natural,1,telegram_chat_corpus,0,
4899,"почему не сделают онлайн игры платными? детей жалко, диградируют",telegram_chat,natural,1,telegram_chat_corpus,0,
4900,"да, еще время есть",telegram_chat,natural,1,telegram_chat_corpus,0,
4901,"hе жалуйся на жизнь, могло не быть и этого",telegram_chat,natural,1,telegram_chat_corpus,0,
4902,сказал старый хрыч,telegram_chat,natural,1,telegram_chat_corpus,0,
4903,а там на по запаху найдешь да,telegram_chat,natural,1,telegram_chat_corpus,0,
4904,"если заберут значит был не против, ничего не буду делать, займусь собой врагам назло",telegram_chat,natural,1,telegram_chat_corpus,0,
4905,"я не программа, я человек",telegram_chat,natural,1,telegram_chat_corpus,0,
4906,а что вы делаете за компанию?,telegram_chat,natural,1,telegram_chat_corpus,0,
4907,"социализм, но с возможностью жестко регламентированной частной собственности.",telegram_chat,natural,1,telegram_chat_corpus,0,
4908,систолическое давление верхний показатель диастолическое нижний показатель,telegram_chat,natural,1,telegram_chat_corpus,0,
4909,музыкупоплясать можно. а под стихи что один бубнеж,telegram_chat,natural,1,telegram_chat_corpus,0,
4910,какие шансы есть увести женатого из семьи если он нравится?,telegram_chat,natural,1,telegram_chat_corpus,0,
4911,"с внуками в основном в догонялки, качели, горки, снежки, санки,. до состояния счастливого визга.",telegram_chat,natural,1,telegram_chat_corpus,0,
4912,"ну, если она всегда будет кончать и не от пальчика, то сама поднимется",telegram_chat,natural,1,telegram_chat_corpus,0,
4913,не холодно?,telegram_chat,natural,1,telegram_chat_corpus,0,
4914,"как думаете, вас уже ищут?",telegram_chat,natural,1,telegram_chat_corpus,0,
4915,"я лишь доказывала свою точку зрения, и это тоже нормально",telegram_chat,natural,1,telegram_chat_corpus,0,
4916,можно ли назвать ситуацию с предложением денег в казахстане стабильной?,telegram_chat,natural,1,telegram_chat_corpus,0,
4917,нормально ты как,telegram_chat,natural,1,telegram_chat_corpus,0,
4918,легко если есть интересный собеседник то милости просим на огонек,telegram_chat,natural,1,telegram_chat_corpus,0,
4919,зато проститутки очень ловко перепроституцируются. в отличие от прокуроров.,telegram_chat,natural,1,telegram_chat_corpus,0,
4920,"после секса как лучше восстановить силы, усталость ппц?",telegram_chat,natural,1,telegram_chat_corpus,0,
4921,какие люди попадают в плен иллюзий?,telegram_chat,natural,1,telegram_chat_corpus,0,
4922,"из-за эмбарго на лист лавровый, вкус у каши, совсем хреновый.",telegram_chat,natural,1,telegram_chat_corpus,0,
4923,почему христианство заблуждается?,telegram_chat,natural,1,telegram_chat_corpus,0,
4924,паззх злюка ты,telegram_chat,natural,1,telegram_chat_corpus,0,
4925,"есть. нужно уметь ее увидеть, понять и беречь",telegram_chat,natural,1,telegram_chat_corpus,0,
4926,damn shit обеззвучен на один час за спам.,telegram_chat,natural,1,telegram_chat_corpus,0,
4927,обожаю после секса поговорить. это блаженство. такое доверие и единение душ.,telegram_chat,natural,1,telegram_chat_corpus,0,
4928,и что это за презрение,telegram_chat,natural,1,telegram_chat_corpus,0,
4929,"кто зарабатывает больше, футболист или шахматист?",telegram_chat,natural,1,telegram_chat_corpus,0,
4930,у кого какой цвет волос? у меня красный от рождения,telegram_chat,natural,1,telegram_chat_corpus,0,
4931,добро и зло понятия относительные. нужно изменять себя. мы эгоисты. отсюда и наши проблемы,telegram_chat,natural,1,telegram_chat_corpus,0,
4932,вы хоть что-то сумеете приготовить своим любимкам на праздник или как всегда,telegram_chat,natural,1,telegram_chat_corpus,0,
4933,"но ты просто прелесть. уж извини, что без понтов. не люблю красоваться :",telegram_chat,natural,1,telegram_chat_corpus,0,
4934,"да я еще ни с кем и не встречался, что бы расставаться",telegram_chat,natural,1,telegram_chat_corpus,0,
4935,"вышел с подъезда, во двор посмотрел. все ходят без масоки я охренел",telegram_chat,natural,1,telegram_chat_corpus,0,
4936,в твоей школе?,telegram_chat,natural,1,telegram_chat_corpus,0,
4937,я в домике,telegram_chat,natural,1,telegram_chat_corpus,0,
4938,"агаага, новенькая, привет как обращаться, сколько лет, откуда?",telegram_chat,natural,1,telegram_chat_corpus,0,
4939,они всего боятся что не могут съесть. если только это не голодная анаконда.,telegram_chat,natural,1,telegram_chat_corpus,0,
4940,научный атеизм такая же нелепость как типа научная брехня.,telegram_chat,natural,1,telegram_chat_corpus,0,
4941,сливаешься сейчас ты,telegram_chat,natural,1,telegram_chat_corpus,0,
4942,если бы телепузики шли и в советское время о чем бы это могло говорить?,telegram_chat,natural,1,telegram_chat_corpus,0,
4943,а вам можно верить всегда. или?,telegram_chat,natural,1,telegram_chat_corpus,0,
4944,что вы готовы упустить из-под собственного контроля?,telegram_chat,natural,1,telegram_chat_corpus,0,
4945,у меня есть способ перекричать его. или перемолчать. -но очень громко.,telegram_chat,natural,1,telegram_chat_corpus,0,
4946,как восстановиться после взлома в одноклассниках?,telegram_chat,natural,1,telegram_chat_corpus,0,
4947,"скажу больше, не многие вообще понимают, в чем его магнит",telegram_chat,natural,1,telegram_chat_corpus,0,
4948,"минимум две, внучек. а еще и невестка с подругами не помешает.",telegram_chat,natural,1,telegram_chat_corpus,0,
4949,"а ты, я смотрю, привереда",telegram_chat,natural,1,telegram_chat_corpus,0,
4950,как вы думаете для чего бог создал человека?,telegram_chat,natural,1,telegram_chat_corpus,0,
4951,и от меня на всякий случай,telegram_chat,natural,1,telegram_chat_corpus,0,
4952,после укола баралгин сильная слабость в мышцах и язык не слушается. что это?,telegram_chat,natural,1,telegram_chat_corpus,0,
4953,что бы вы хотели смотреть или скачивать с интернета?,telegram_chat,natural,1,telegram_chat_corpus,0,
4954,сейчас в турции,telegram_chat,natural,1,telegram_chat_corpus,0,
4955,а рабов они откровенно называют овцами и иисуса их пастухом,telegram_chat,natural,1,telegram_chat_corpus,0,
4956,можно ли начать все с чистого листа?,telegram_chat,natural,1,telegram_chat_corpus,0,
4957,и мальчиков,telegram_chat,natural,1,telegram_chat_corpus,0,
4958,"зуб болит капец. знаю, что поможет валакардин на вате, но где сама дырка не видно",telegram_chat,natural,1,telegram_chat_corpus,0,
4959,мне нравится идти туда где меня ждут,telegram_chat,natural,1,telegram_chat_corpus,0,
4960,"меня зовут яна, мне  лет. живу пока что в россии.",telegram_chat,natural,1,telegram_chat_corpus,0,
4961,"затраты на площадь, зарплаты сотрудников и аренду не выдуманные",telegram_chat,natural,1,telegram_chat_corpus,0,
4962,можно ли пользоваться кондиционером во время дождя?,telegram_chat,natural,1,telegram_chat_corpus,0,
4963,а у меня нет,telegram_chat,natural,1,telegram_chat_corpus,0,
4964,"если вино, то красное полусухое",telegram_chat,natural,1,telegram_chat_corpus,0,
4965,"как изменить мой мерзкий, подлый, злопамятный характер?",telegram_chat,natural,1,telegram_chat_corpus,0,
4966,поскольку сердце-мишца значит оно должносжиматься и ражзиматья значит появляется пульсом,telegram_chat,natural,1,telegram_chat_corpus,0,
4967,"большинство палестинцев это египтяне, сирийцы, либанонцы, которые бежали из своих стран?",telegram_chat,natural,1,telegram_chat_corpus,0,
4968,"привет как зовут, сколько лет, откуда?",telegram_chat,natural,1,telegram_chat_corpus,0,
4969,"ой ты же фотограф , наверное интересно как зарабатывать миллионы",telegram_chat,natural,1,telegram_chat_corpus,0,
4970,кто вас по ночам зовет?,telegram_chat,natural,1,telegram_chat_corpus,0,
4971,"у непарнокопытных, например, у лошадей, ослов, собак, кошек и пр.",telegram_chat,natural,1,telegram_chat_corpus,0,
4972,всегда так делалось и делается. так же и с историей.,telegram_chat,natural,1,telegram_chat_corpus,0,
4973,сколько пальцев я показываю?,telegram_chat,natural,1,telegram_chat_corpus,0,
4974,"бывают ли такие мужчины, которые могут содержать женщину? где найти?",telegram_chat,natural,1,telegram_chat_corpus,0,
4975,"женщинам всегда и все можно, если они чего то захотят, то всего добьються.",telegram_chat,natural,1,telegram_chat_corpus,0,
4976,закон любви это и есть самый главный закон.,telegram_chat,natural,1,telegram_chat_corpus,0,
4977,а то быпол ночи обьяснял что это не так,telegram_chat,natural,1,telegram_chat_corpus,0,
4978,и тупые родители,telegram_chat,natural,1,telegram_chat_corpus,0,
4979,принял ислам года назад наверное,telegram_chat,natural,1,telegram_chat_corpus,0,
4980,почему зажал? это публичная оферта,telegram_chat,natural,1,telegram_chat_corpus,0,
4981,"вы, шарик",telegram_chat,natural,1,telegram_chat_corpus,0,
4982,после первого случая. зачем коллекционировать измены?,telegram_chat,natural,1,telegram_chat_corpus,0,
4983,"счастье состояние души, а удовольствие тела.",telegram_chat,natural,1,telegram_chat_corpus,0,
4984,только вот начали,telegram_chat,natural,1,telegram_chat_corpus,0,
4985,недостаток йода будет однозначно пить витамины надо,telegram_chat,natural,1,telegram_chat_corpus,0,
4986,а тебе сколько лет если не секрет,telegram_chat,natural,1,telegram_chat_corpus,0,
4987,"потому что это проще всего, проще, чем бороться, пытаться решить проблемы иным способом",telegram_chat,natural,1,telegram_chat_corpus,0,
4988,в миллиметрах ртутного столба.,telegram_chat,natural,1,telegram_chat_corpus,0,
4989,"может, но я не верю в большой процент перспективности дальнейших отношений.",telegram_chat,natural,1,telegram_chat_corpus,0,
4990,я же ем,telegram_chat,natural,1,telegram_chat_corpus,0,
4991,пластиковый непрозрачный мешок сюрприз для бомжа,telegram_chat,natural,1,telegram_chat_corpus,0,
4992,а буддизм?,telegram_chat,natural,1,telegram_chat_corpus,0,
4993,наслаждаюсь. писька не потеет,telegram_chat,natural,1,telegram_chat_corpus,0,
4994,храп кота.,telegram_chat,natural,1,telegram_chat_corpus,0,
4995,"ты, наверно, человек",telegram_chat,natural,1,telegram_chat_corpus,0,
4997,очень даже да,telegram_chat,natural,1,telegram_chat_corpus,0,
4998,почему мухи так громко жужжат?,telegram_chat,natural,1,telegram_chat_corpus,0,
4999,"что будет, если так начнут называть и девочек?",telegram_chat,natural,1,telegram_chat_corpus,0,
5000,пойду про еболу дочитывать,telegram_chat,natural,1,telegram_chat_corpus,0,
5001,хоть чтото ты не любишь большое,telegram_chat,natural,1,telegram_chat_corpus,0,
5002,а автоматы с газировкой на каждом углу,telegram_chat,natural,1,telegram_chat_corpus,0,
5003,в материнстве. и быть любимой. уметь любить,telegram_chat,natural,1,telegram_chat_corpus,0,
5004,удалить ящик а потом по новой восстановить и усе ни одного друга не будет.,telegram_chat,natural,1,telegram_chat_corpus,0,
5005,"только чистка у косметолога. уберет и угри, и комедоны",telegram_chat,natural,1,telegram_chat_corpus,0,
5006,полезно выходить из себя. или следует быть уравновешенным ой?,telegram_chat,natural,1,telegram_chat_corpus,0,
5007,для контроля за проверками и их количеством.,telegram_chat,natural,1,telegram_chat_corpus,0,
5008,если соседка назвала моим именем свою собаку это любофф?,telegram_chat,natural,1,telegram_chat_corpus,0,
5009,"если бы открыла россия, то да. и никогда не отдала бы никому. я патриот",telegram_chat,natural,1,telegram_chat_corpus,0,
5010,там такая себе вода,telegram_chat,natural,1,telegram_chat_corpus,0,
5011,самая бесполезная опция для авто?? датчик дождя?,telegram_chat,natural,1,telegram_chat_corpus,0,
5012,димочка ты просто многого не знаешь,telegram_chat,natural,1,telegram_chat_corpus,0,
5013,продолжаются ли отношения людей после развода?,telegram_chat,natural,1,telegram_chat_corpus,0,
5014,ну вот как так новости постят?,telegram_chat,natural,1,telegram_chat_corpus,0,
5015,"не могу. работа тут, в области.",telegram_chat,natural,1,telegram_chat_corpus,0,
5016,подсвечиваюсь мыслями,telegram_chat,natural,1,telegram_chat_corpus,0,
5017,вы поете перед завтраком или не до песен?,telegram_chat,natural,1,telegram_chat_corpus,0,
5018,ахахах. пытаюсь не палиться,telegram_chat,natural,1,telegram_chat_corpus,0,
5019,"теть, а чем тебя можно вывести из равновесия?",telegram_chat,natural,1,telegram_chat_corpus,0,
5020,а что такое вз?,telegram_chat,natural,1,telegram_chat_corpus,0,
5021,"а вам свежий воздух в голову вдарил? нет. тогда с чего кочевряжитесь, как девица?",telegram_chat,natural,1,telegram_chat_corpus,0,
5022,"я думаю это не нормально, женщина должна жить в доме мужика и сделать там рай",telegram_chat,natural,1,telegram_chat_corpus,0,
5023,"что ты, другие гораздо чаще",telegram_chat,natural,1,telegram_chat_corpus,0,
5024,"что делать если коллектив молодой и дружный, а ты нет?",telegram_chat,natural,1,telegram_chat_corpus,0,
5025,постепенно уменьшать дозу d. в чайкофе по меньше сахара.,telegram_chat,natural,1,telegram_chat_corpus,0,
5026,только упасть еще ниже,telegram_chat,natural,1,telegram_chat_corpus,0,
5027,это-прыщавые мальчики. мужчина не унизит тебя и себя ненавистью.,telegram_chat,natural,1,telegram_chat_corpus,0,
5028,потомучто при стольких видов контрацепции в россии до сих пор не научились предохраняться,telegram_chat,natural,1,telegram_chat_corpus,0,
5029,какие гвозди вы используете в программе?,telegram_chat,natural,1,telegram_chat_corpus,0,
5030,научите как можно скачать мелодии с интернета в сотку?,telegram_chat,natural,1,telegram_chat_corpus,0,
5031,"у них свои тараканы и причем пьяные, какие для вас лучше?",telegram_chat,natural,1,telegram_chat_corpus,0,
5032,ахахахазнакомоя вырос в таком обществе,telegram_chat,natural,1,telegram_chat_corpus,0,
5033,почему при переполюсовке фазы и ноля направление вращения однофазного двигателя не изменяется?,telegram_chat,natural,1,telegram_chat_corpus,0,
